2011//////////////////////
2021/2020/Institution Name/Location//Classification/////Academic Reputation//Employer Reputation//Faculty Student//Citations per Faculty//International Faculty//International Students//Overall
RANK/RANK//CODE/"COUNTRY / TERRITORY"/SIZE/FOCUS/RES./AGE/STATUS/SCORE/RANK/SCORE/RANK/SCORE/RANK/SCORE/RANK/SCORE/RANK/SCORE/RANK/SCORE
rank display/rank display2/institution/country code/country/size/focus/research/age band/status/ar score/ar rank/er score/er rank/fsr score/fsr rank/cpf score/cpf rank/ifr score/ifr rank2/isr score/isr rank/score scaled
  1  /  1  /Massachusetts Institute of Technology (MIT)/US/United States/M/CO/VH/5/B/100/5/100/4/100/15/99.1/8/100/43/91.9/101/100
  2  /  2  /Stanford University/US/United States/L/FC/VH/5/B/100/4/100/5/100/13/98.1/13/99.7/68/63.6/220/98.4
  3  /  3  /Harvard University/US/United States/L/FC/VH/5/B/100/1/100/1/98.6/43/99.1/9/85.2/195/69.9/195/97.9
  4  /  5  /California Institute of Technology (Caltech)/US/United States/S/CO/VH/5/B/97/29/82.8/69/100/4/99.9/6/100/51/88.2/119/97
  5  /  4  /University of Oxford/UK/United Kingdom/L/FC/VH/5/A/100/3/100/3/100/8/81.3/44/99.4/80/98.3/55/96.7
  6  /  6  /ETH Zurich (Swiss Federal Institute of Technology)/CH/Switzerland/L/CO/VH/5/A/98.7/19/96.6/26/80.8/140/96.4/16/100/19/97.9/59/95
  7  /  7  /University of Cambridge/UK/United Kingdom/L/FC/VH/5/A/100/2/100/2/100/12/69.2/85/100/54/97.4/63/94.3
  8  /  9  /Imperial College London/UK/United Kingdom/L/FC/VH/5/A/98.5/21/99.8/9/99.9/30/68.6/88/100/47/100/14/93.6
  9  /  10  /University of Chicago/US/United States/L/FC/VH/5/B/99.4/14/91.3/43/94.4/70/86.3/34/67.1/269/82.6/150/93.1
  10  /  8  /UCL (University College London)/UK/United Kingdom/XL/FC/VH/5/A/99.4/13/98.3/19/98.4/46/65.4/99/99.3/82/100/18/92.9
  11  /  11=/National University of Singapore (NUS)/SG/Singapore/L/FC/VH/5/A/99.7/12/98.4/18/90.7/83/72.9/70/100/26/71.4/188/91.5
  12  /  13  /Princeton University/US/United States/M/CO/VH/5/B/99.9/10/99/14/68.6/202/100/3/71.6/251/65.6/209/91
  13  /  11=/Nanyang Technological University (NTU)/SG/Singapore/L/FC/VH/3/A/89.8/44/89.8/52/91.5/78/89/25/100/24/67.6/204/89.9
  14  /  18=/Ecole Polytechnique Fédérale de Lausanne (EPFL)/CH/Switzerland/M/FO/VH/5/A/80.4/67/80/76/96.3/61/98.5/12/100/15/100/12/89.6
  15  /  16  /Tsinghua University/CN/China/XL/FC/VH/5/A/98.2/23/98.6/16/93.3/73/83.2/41/55.3/328/29.7/427/89.2
  16  /  15  /University of Pennsylvania/US/United States/L/FC/VH/5/B/96.1/30/91.5/42/100/22/63.8/112/88.7/174/65.3/213/88.6
  17  /  17  /Yale University/US/United States/L/FC/VH/5/B/99.9/9/100/6/100/5/52.8/186/85.3/193/54.5/263/88
  18  /  14  /Cornell University/US/United States/L/FC/VH/5/B/98.5/22/90.9/47/63.7/227/88.6/26/93.7/143/70/192/87.6
  19  /  18=/Columbia University/US/United States/L/FC/VH/5/B/99.7/11/97.3/22/100/17/48.5/231/37.2/415/96.3/72/86.5
  20  /  20  /University of Edinburgh/UK/United Kingdom/XL/FC/VH/5/A/98/25/95.4/31/83.1/127/50.2/210/98.2/98/99/50/85.8
  21  /  21  /University of Michigan-Ann Arbor/US/United States/XL/FC/VH/5/A/98.9/18/92.7/38/89.4/91/58/148/74.8/239/41.3/346/84.6
  22  /  25=/University of Hong Kong (HKU)/HK/Hong Kong/L/FC/VH/5/A/98.1/24/76.3/88/83.8/118/48/238/100/25/98.9/52/83.7
  23  /  22=/Peking University/CN/China/XL/FC/VH/5/A/99.2/16/99.1/13/76.4/160/64.9/103/69.7/258/34.3/394/83.5
  24  /  22=/The University of Tokyo/JP/Japan/L/FC/VH/5/A/100/7/99.6/12/92.3/76/62.5/120/10.7/601+/26.1/464/83.2
  25=/  24  /Johns Hopkins University/US/United States/L/FC/VH/5/B/86.7/54/47/190/100/9/75.9/60/66.3/271/87.7/123/82.7
  25=/  29=/University of Toronto/CA/Canada/XL/FC/VH/5/A/99.3/15/96.8/25/70.3/191/45.8/263/97.9/106/94.1/90/82.7
  27=/  32  /The Hong Kong University of Science and Technology (HKUST)/HK/Hong Kong/M/CO/VH/3/A/85.2/57/63.6/112/66.7/217/92.1/21/100/20/88.9/112/82.1
